row_type,selection_reason,wo_id,trade,p_bh,class_recorded,hat_s,class_corrected,class_true,true_shift,w_star,d_star_bh,release_bh,due_recorded_bh,rank_rule,rank_m0,rank_trade_rule,rank_trade_m0,completion_rule_bh,completion_m0_bh,lateness_rule_bh,lateness_m0_bh,twt_contrib_rule,twt_contrib_m0,delta_twt,behaviour,miscorrected,harmed
order,,W2166,D50,1.556300,4,0.146625,3.853375,2,2,4.000000,100.727900,76.727900,248.127900,2169,1962,677,615,92.842000,82.328000,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2167,C10,6.831600,1,-0.008520,1.008520,1,1,8.000000,84.748800,76.748800,84.748800,1882,1861,98,98,83.607500,83.607500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2168,C30,0.214800,4,-0.008520,4.000000,2,2,4.000000,100.784200,76.784200,248.184200,1883,1862,45,45,76.999000,76.999000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2169,D30,5.000400,2,-0.008520,2.008520,1,1,8.000000,84.812700,76.812700,100.812700,1886,1865,480,482,81.926100,81.948400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W217,B20,1.805100,2,-0.008520,2.008520,3,-1,2.000000,87.966200,7.966200,31.966200,206,206,3,3,9.771300,9.771300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2170,D30,4.130500,4,-0.008520,4.000000,3,1,2.000000,157.000400,77.000400,248.400400,2163,2167,574,574,95.138800,95.073300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2171,D20,1.161300,4,-0.131384,4.000000,4,0,1.000000,248.452400,77.052400,248.452400,2175,2235,343,354,93.063200,97.813700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2172,C30,3.750500,2,-0.115317,2.115317,1,2,8.000000,85.053500,77.053500,101.053500,1889,1866,46,46,80.804000,80.804000,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,True,False
order,,W2173,D50,1.265200,4,0.137886,3.862114,2,2,4.000000,101.071900,77.071900,248.471900,2157,1969,673,618,91.707900,82.369400,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2174,D50,0.534200,4,0.109722,3.890278,2,2,4.000000,101.132900,77.132900,248.532900,2091,1888,643,587,86.785200,78.359400,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2175,D50,1.015600,4,0.129448,3.870552,2,2,4.000000,101.134100,77.134100,248.534100,2139,1951,668,613,90.442700,81.124000,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2176,C10,1.169200,4,-0.008520,4.000000,2,2,4.000000,101.174500,77.174500,248.574500,1892,1867,99,99,78.399300,78.399300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2177,D30,3.297100,2,-0.008520,2.008520,1,1,8.000000,85.177400,77.177400,101.177400,1893,1868,482,483,80.551400,80.578100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2178,D50,0.628500,4,0.114034,3.885966,2,2,4.000000,101.186700,77.186700,248.586700,2098,1898,648,592,87.354100,78.937800,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2179,D50,0.504600,4,0.108314,3.891686,2,2,4.000000,101.221700,77.221700,248.621700,2086,1870,640,583,86.447800,77.882800,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W218,D30,5.480500,2,-0.008520,2.008520,2,0,4.000000,31.968300,7.968300,31.968300,207,207,61,61,13.448800,13.448800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2180,D30,4.772100,4,-0.008520,4.000000,3,1,2.000000,157.239100,77.239100,248.639100,2168,2173,577,577,95.976000,96.063300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2181,C10,0.870600,4,-0.008520,4.000000,2,2,4.000000,101.268600,77.268600,248.668600,1963,1939,103,103,80.529800,80.529800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2182,D20,1.104000,2,-0.132420,2.132420,2,0,4.000000,101.277300,77.277300,101.277300,1901,1879,299,262,78.535500,78.640700,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,True,False
order,,W2183,D50,2.423900,4,0.155107,3.844893,2,2,4.000000,101.288300,77.288300,248.688300,2225,2018,694,636,98.687300,85.402600,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2184,D40,1.595300,4,-0.008520,4.000000,2,2,4.000000,101.324800,77.324800,248.724800,1905,1878,115,115,79.121700,79.121700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2185,D30,1.122900,4,-0.008520,4.000000,2,2,4.000000,101.325200,77.325200,248.725200,1999,1981,518,518,82.475500,82.564200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2186,D50,3.069000,4,0.133711,3.866289,2,2,4.000000,101.335300,77.335300,248.735300,2237,2109,703,671,101.727300,90.791400,0.392000,0.000000,1.568000,0.000000,-1.568000,promoted,False,False
order,,W2187,D50,21.985200,4,0.075116,3.924884,3,1,2.000000,157.343400,77.343400,248.743400,2253,2253,719,719,123.879700,123.746100,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2188,D30,4.902200,4,-0.008520,4.000000,3,1,2.000000,157.363700,77.363700,248.763700,2179,2183,579,579,96.965700,96.962000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2189,D90,7.628900,4,-0.008520,4.000000,2,2,4.000000,101.395600,77.395600,248.795600,1898,1872,104,104,85.024500,85.024500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W219,D30,2.436600,4,-0.008520,4.000000,4,0,1.000000,179.380000,7.980000,179.380000,208,208,62,62,10.416600,10.416600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2190,D50,2.516900,4,0.151785,3.848215,2,2,4.000000,101.413100,77.413100,248.813100,2226,2037,695,646,98.856900,86.611900,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2191,D50,3.498500,4,0.272214,3.727786,2,2,4.000000,101.423500,77.423500,248.823500,2242,1886,708,585,102.623500,81.277200,1.200000,0.000000,4.800000,0.000000,-4.800000,promoted,False,False
order,,W2192,D40,19.266900,4,-0.492815,4.000000,2,2,4.000000,101.434200,77.434200,248.834200,1913,1885,116,116,97.008600,97.008600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2193,D40,0.059200,4,-0.008520,4.000000,2,2,4.000000,101.434400,77.434400,248.834400,1903,1875,114,114,77.526400,77.526400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2194,C10,0.506300,4,-0.008520,4.000000,2,2,4.000000,101.468300,77.468300,248.868300,1949,1921,102,102,79.659200,79.659200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2195,C10,0.728100,2,-0.008520,2.008520,1,2,8.000000,85.491100,77.491100,101.491100,1928,1901,100,100,79.127400,79.127400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2196,D30,5.613600,4,-0.008520,4.000000,3,1,2.000000,157.542000,77.542000,248.942000,2187,2194,583,583,98.578000,98.629200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2197,C10,1.140500,2,-0.008520,2.008520,1,2,8.000000,85.556900,77.556900,101.556900,1947,1919,101,101,80.267900,80.267900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2198,D50,2.548300,4,0.150684,3.849316,2,2,4.000000,101.586400,77.586400,248.986400,2233,2059,699,654,99.887000,87.812900,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2199,D20,2.215700,2,-0.167254,2.167254,2,0,4.000000,101.620200,77.620200,101.620200,1931,1907,301,265,80.751200,80.856400,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,True,False
order,,W22,D30,25.346500,4,-0.504812,4.000000,4,-1,1.000000,172.071800,0.671800,172.071800,23,23,6,6,26.018300,26.018300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W220,D20,1.750800,4,-0.137799,4.000000,4,-1,1.000000,179.400600,8.000600,179.400600,209,209,38,38,9.751400,9.751400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2200,D50,1.289400,2,0.138654,1.861346,1,2,8.000000,85.676900,77.676900,101.676900,1915,1883,578,584,79.119700,78.997300,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2201,D50,3.091400,4,0.133030,3.866970,2,2,4.000000,101.828200,77.828200,249.228200,2239,2115,705,674,101.894500,91.084400,0.066300,0.000000,0.265200,0.000000,-0.265200,promoted,False,False
order,,W2202,D30,6.277800,4,-0.008520,4.000000,3,1,2.000000,157.839600,77.839600,249.239600,2197,2201,586,586,99.944100,99.917200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2203,E10,5.452100,4,0.503439,3.496561,2,2,4.000000,101.936200,77.936200,249.336200,2052,1989,71,69,89.532800,87.239100,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2204,D30,1.343300,4,-0.008520,4.000000,2,2,4.000000,101.957600,77.957600,249.357600,2030,2013,529,529,84.175700,84.238700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2205,D20,1.300100,2,-0.128985,2.128985,2,0,4.000000,101.958800,77.958800,101.958800,1917,1896,300,264,79.262000,79.580900,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,True,False
order,,W2206,D30,2.695000,4,-0.008520,4.000000,3,1,2.000000,157.978800,77.978800,249.378800,2125,2121,559,559,91.008300,90.942800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2207,D50,10.853700,4,-0.619164,4.000000,3,1,2.000000,157.982600,77.982600,249.382600,2252,2252,718,718,112.673900,112.472300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2208,D50,4.173900,4,0.130180,3.869820,2,2,4.000000,101.992900,77.992900,249.392900,2245,2175,711,690,103.869800,95.855200,1.876900,0.000000,7.507600,0.000000,-7.507600,promoted,False,False
order,,W2209,E10,5.521700,2,0.514491,1.485509,1,2,8.000000,86.006200,78.006200,102.006200,1994,1973,68,68,86.696800,86.696800,0.690600,0.690600,5.524800,5.524800,0.000000,promoted,False,False
order,,W221,D30,10.993500,4,-0.008520,4.000000,4,-1,1.000000,179.415000,8.015000,179.415000,210,210,63,63,19.008500,19.008500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2210,D30,2.625600,4,-0.008520,4.000000,3,1,2.000000,158.049900,78.049900,249.449900,2123,2117,558,558,90.843800,90.705800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2211,D30,11.378600,4,-0.008520,4.000000,3,1,2.000000,158.066800,78.066800,249.466800,2212,2218,593,593,106.272900,105.982700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2212,E10,1.736700,4,0.016172,3.983828,2,2,4.000000,102.144200,78.144200,249.544200,2051,2070,70,71,85.810300,87.373900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2213,D30,12.837800,4,-0.008520,4.000000,3,1,2.000000,158.154000,78.154000,249.554000,2216,2223,595,595,108.139500,108.321300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2214,E10,1.695400,4,0.020108,3.979892,2,2,4.000000,102.173300,78.173300,249.573300,2021,2035,69,70,84.080700,85.637200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2215,D30,1.648900,4,-0.008520,4.000000,2,2,4.000000,102.193400,78.193400,249.593400,2050,2036,538,538,85.662900,85.668100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2216,D20,2.089100,4,-0.161883,4.000000,4,0,1.000000,249.639000,78.239000,249.639000,2190,2242,350,357,95.152300,99.612700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2217,D50,0.893300,2,0.124924,1.875076,1,2,8.000000,86.253100,78.253100,102.253100,1926,1897,583,591,79.213900,79.200700,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2218,D20,1.814300,4,-0.149426,4.000000,4,0,1.000000,249.666600,78.266600,249.666600,2188,2238,349,356,94.793700,98.725300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2219,D50,0.273400,4,0.096255,3.903745,2,2,4.000000,102.311100,78.311100,249.711100,2062,1899,629,593,84.859200,78.597300,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W222,D30,4.068100,4,-0.008520,4.000000,4,0,1.000000,179.500100,8.100100,179.500100,213,213,64,64,12.168200,12.168200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2220,D50,2.500900,4,0.152351,3.847649,2,2,4.000000,102.319600,78.319600,249.719600,2234,2071,700,658,99.977300,88.153200,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2221,D50,2.254100,4,0.161412,3.838588,2,2,4.000000,102.351100,78.351100,249.751100,2228,2022,696,638,98.803100,85.538900,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2222,D40,1.220000,4,-0.008520,4.000000,2,2,4.000000,102.372000,78.372000,249.772000,1934,1908,117,117,79.901700,79.901700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2223,D20,4.222400,4,0.379003,3.620997,2,2,4.000000,102.385600,78.385600,249.785600,2215,1975,357,276,99.374700,85.446600,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2224,D30,2.536200,4,-0.008520,4.000000,3,1,2.000000,158.574700,78.574700,249.974700,2118,2110,557,557,90.549100,90.273800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2225,D50,0.649700,4,0.114969,3.885031,2,2,4.000000,102.615300,78.615300,250.015300,2116,1965,658,617,88.569700,81.642100,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2226,D30,1.461400,2,-0.008520,2.008520,1,2,8.000000,86.674700,78.674700,102.674700,1937,1912,495,494,80.251100,80.460900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2227,D50,2.739000,4,0.144195,3.855805,2,2,4.000000,102.723400,78.723400,250.123400,2238,2102,704,668,101.426300,90.116600,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2228,C10,1.988800,4,-0.008520,4.000000,2,2,4.000000,102.949900,78.949900,250.349900,1980,1954,104,104,82.256700,82.256700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2229,D50,1.535600,4,0.146037,3.853963,2,2,4.000000,102.979200,78.979200,250.379200,2207,2021,688,637,95.873900,84.739000,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W223,D30,5.855400,4,-0.008520,4.000000,4,0,1.000000,179.565200,8.165200,179.565200,216,216,65,65,14.020600,14.020600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2230,D20,0.537800,2,-0.144507,2.144507,2,0,4.000000,103.029900,79.029900,103.029900,1948,1920,303,266,79.689700,79.673900,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,True,False
order,,W2231,D50,2.088500,4,0.160294,3.839706,2,2,4.000000,103.085600,79.085600,250.485600,2230,2029,697,643,98.903600,85.827600,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2232,D50,5.238800,4,-0.449430,4.000000,3,1,2.000000,159.135300,79.135300,250.535300,2247,2246,713,712,105.216100,103.575800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2233,D50,3.331200,4,0.201557,3.798443,2,2,4.000000,103.197900,79.197900,250.597900,2244,1977,710,621,102.963300,84.608400,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2234,D50,2.499300,4,0.152407,3.847593,2,2,4.000000,103.216300,79.216300,250.616300,2236,2088,702,664,100.989800,89.095900,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2235,D50,0.866300,4,0.123885,3.876115,2,2,4.000000,103.342000,79.342000,250.742000,2154,2004,672,630,91.112700,83.284800,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2236,D30,37.735100,4,-1.338468,4.000000,3,1,2.000000,159.344400,79.344400,250.744400,2231,2239,602,602,134.700800,134.697100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2237,D50,2.574500,2,0.149772,1.850228,1,2,8.000000,87.371100,79.371100,103.371100,1957,1929,596,607,82.093600,81.983400,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2238,D50,2.028700,4,0.158881,3.841119,2,2,4.000000,103.403900,79.403900,250.803900,2232,2038,698,647,99.125000,86.173900,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2239,D20,2.498000,4,-0.209975,4.000000,4,0,1.000000,250.825200,79.425200,250.825200,2200,2245,353,358,96.300900,100.311700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W224,D20,5.984800,4,0.379003,3.620997,2,2,4.000000,32.180200,8.180200,179.580200,217,217,39,39,14.165000,14.165000,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2240,D50,2.916600,4,0.138442,3.861558,2,2,4.000000,103.435300,79.435300,250.835300,2241,2135,707,679,101.820200,92.066500,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W2241,D90,3.635700,4,-0.008520,4.000000,2,2,4.000000,103.449300,79.449300,250.849300,1954,1931,105,105,83.085000,83.085000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2242,D20,1.043600,4,-0.133543,4.000000,4,0,1.000000,250.924500,79.524500,250.924500,2181,2237,347,355,93.727400,97.836100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2243,D90,1.383800,4,-0.008520,4.000000,2,2,4.000000,103.555900,79.555900,250.955900,1958,1933,106,106,80.939700,80.939700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2244,D30,3.122700,4,-0.008520,4.000000,3,1,2.000000,159.572300,79.572300,250.972300,2148,2146,566,566,92.911900,92.906000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2245,C10,3.982900,4,-0.008520,4.000000,3,1,2.000000,159.605900,79.605900,251.005900,2018,1997,106,106,86.239600,86.239600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2246,C10,2.519600,4,-0.008520,4.000000,2,2,4.000000,103.637300,79.637300,251.037300,1985,1959,105,105,83.049400,83.049400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2247,D30,3.121100,4,-0.008520,4.000000,3,1,2.000000,159.675200,79.675200,251.075200,2149,2150,567,567,92.964400,93.006100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2248,D40,0.646600,4,-0.008520,4.000000,2,2,4.000000,103.808500,79.808500,251.208500,1970,1944,118,118,80.455100,80.455100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2249,D50,2.202800,1,0.162921,1.000000,1,2,8.000000,87.875000,79.875000,87.875000,1976,1948,602,611,82.304800,82.271700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W225,D20,0.521000,4,-0.008520,4.000000,4,-1,1.000000,179.595900,8.195900,179.595900,218,218,40,40,8.716900,8.716900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2250,D10,0.906900,2,-0.008520,2.008520,1,2,8.000000,87.938800,79.938800,103.938800,1974,1946,28,28,80.845700,80.845700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2251,D30,3.479100,4,-0.008520,4.000000,3,1,2.000000,159.961700,79.961700,251.361700,2161,2162,572,572,94.269900,94.184900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W2252,D50,1.645900,4,0.149115,3.850885,2,2,4.000000,103.980500,79.980500,251.380500,2222,2053,693,651,97.519800,86.583600,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
order,,W226,D90,1.432100,4,-0.008520,4.000000,2,2,4.000000,32.309300,8.309300,179.709300,221,221,8,8,9.741400,9.741400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W227,D40,3.000600,4,-0.008520,4.000000,3,1,2.000000,88.330300,8.330300,179.730300,222,222,5,5,11.330900,11.330900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W228,D50,7.058100,4,-0.034136,4.000000,4,-1,1.000000,179.741400,8.341400,179.741400,417,417,132,132,23.558600,23.558600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W229,D30,2.999700,2,-0.008520,2.008520,2,0,4.000000,32.382700,8.382700,32.382700,223,223,66,66,11.382400,11.382400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W23,D30,3.366600,4,-0.008520,4.000000,4,0,1.000000,172.094900,0.694900,172.094900,24,24,7,7,4.061500,4.061500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W230,D90,1.652500,4,-0.008520,4.000000,2,2,4.000000,32.418900,8.418900,179.818900,224,224,9,9,10.071400,10.071400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W231,E10,9.150500,4,-0.014948,4.000000,4,0,1.000000,179.838900,8.438900,179.838900,225,225,7,7,17.589400,17.589400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W232,B20,2.841700,4,-0.008520,4.000000,4,-1,1.000000,179.877700,8.477700,179.877700,257,257,4,4,12.613000,12.613000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W233,D90,0.801100,4,-0.008520,4.000000,2,2,4.000000,32.494100,8.494100,179.894100,226,226,10,10,9.295200,9.295200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W234,D50,4.919500,4,-0.087380,4.000000,4,-1,1.000000,179.945800,8.545800,179.945800,350,350,113,113,18.548500,18.548500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W235,D30,0.451500,4,-0.008520,4.000000,4,0,1.000000,180.006200,8.606200,180.006200,227,227,67,67,9.057700,9.057700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W236,D50,1.119200,4,-0.008520,4.000000,4,-1,1.000000,180.034000,8.634000,180.034000,230,230,73,73,9.827700,9.827700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W237,D20,3.450100,4,-0.348956,4.000000,4,-2,1.000000,180.046400,8.646400,180.046400,228,228,41,41,12.096500,12.096500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W238,E10,5.461400,4,-0.008520,4.000000,3,1,2.000000,88.690600,8.690600,180.090600,229,229,8,8,14.152000,14.152000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W239,D50,2.129100,4,-0.008520,4.000000,4,-1,1.000000,180.125700,8.725700,180.125700,234,234,76,76,11.024500,11.024500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W24,D20,0.710100,4,-0.138156,4.000000,4,-1,1.000000,172.109300,0.709300,172.109300,25,25,9,9,1.419400,1.419400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W240,D50,3.139000,4,-0.008520,4.000000,4,-1,1.000000,180.134400,8.734400,180.134400,256,256,85,85,12.904000,12.904000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W241,E10,4.159800,4,-0.008520,4.000000,3,1,2.000000,88.893500,8.893500,180.293500,233,233,9,9,13.053300,13.053300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W242,D40,0.082000,4,-0.008520,4.000000,3,1,2.000000,88.918600,8.918600,180.318600,235,235,6,6,9.000600,9.000600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W243,D50,0.208500,4,-0.008520,4.000000,4,-1,1.000000,180.332400,8.932400,180.332400,237,237,77,77,9.230500,9.230500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W244,D30,3.356300,4,-0.008520,4.000000,4,0,1.000000,180.382500,8.982500,180.382500,236,236,68,68,12.338800,12.338800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W245,D50,0.522800,4,-0.008520,4.000000,4,-1,1.000000,180.389300,8.989300,180.389300,239,239,78,78,9.600600,9.600600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W246,D30,1.405400,2,-0.008520,2.008520,2,0,4.000000,33.048300,9.048300,33.048300,238,238,69,69,10.453700,10.453700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W247,C10,0.609900,4,-0.008520,4.000000,4,0,1.000000,180.513400,9.113400,180.513400,240,240,11,11,9.723300,9.723300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W248,C10,15.152900,2,-0.008520,2.008520,3,-1,2.000000,89.123900,9.123900,33.123900,241,241,12,12,24.276800,24.276800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W249,D30,6.962200,4,-0.008520,4.000000,4,0,1.000000,180.556900,9.156900,180.556900,242,242,70,70,16.119100,16.119100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W25,D50,0.807400,4,-0.008520,4.000000,4,0,1.000000,172.117900,0.717900,172.117900,26,26,7,7,1.525300,1.525300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W250,D50,7.270000,2,-0.033002,2.033002,3,-1,2.000000,89.182800,9.182800,33.182800,243,243,79,79,16.500500,16.500500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W251,D50,0.458800,4,-0.008520,4.000000,4,-1,1.000000,180.600700,9.200700,180.600700,246,246,80,80,9.759600,9.759600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W252,D30,10.439400,4,-0.008520,4.000000,4,-1,1.000000,180.634000,9.234000,180.634000,244,244,71,71,19.673400,19.673400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W253,D40,1.560800,4,-0.008520,4.000000,3,1,2.000000,89.242300,9.242300,180.642300,245,245,7,7,10.803100,10.803100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W254,D50,0.209100,4,-0.008520,4.000000,4,-1,1.000000,180.722300,9.322300,180.722300,253,253,82,82,9.809700,9.809700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W255,D20,1.245900,4,-0.133635,4.000000,4,-1,1.000000,180.747500,9.347500,180.747500,247,247,42,42,10.593400,10.593400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W256,D30,5.073700,4,-0.008520,4.000000,4,0,1.000000,180.758700,9.358700,180.758700,248,248,72,72,14.432400,14.432400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W257,D20,11.221800,4,0.279592,3.720408,2,2,4.000000,33.400700,9.400700,180.800700,249,249,43,43,20.622500,20.622500,0.000000,0.000000,0.000000,0.000000,0.000000,promoted,False,False
